	compound	clean_strain	pretty_name	slope	std	stderr
195	HMDA	proV_ptsP_ybeX	ΔproV ΔptsP ybeX::kan	0.242699369991738	0.030993048119741143	0.017893844674939575
146	HMDA	nusA_sspA	ΔproV nusA* sspA*	0.3172664906252659	0.06435590654597514	0.03715589996826115
197	HMDA	proV_ptsP_ybeX_mpl	ΔproV ΔptsP ΔybeX mpl::kan	0.3399909751991122	0.01200321685830551	0.006930060484284141
214	HMDA	ptsP	ptsP::kan	0.17996497021448854	0.03149093191215236	0.01285611911825011
205	HMDA	proV_sspA	ΔproV sspA*	0.27145581821804726	0.008478017377133785	0.004894785614882516
274	HMDA	ygaC_ybeX_mpl	ΔproV ygaC* ΔybeX mpl::kan	0.3561204167119196	0.04773400255612912	0.027559239225279433
272	HMDA	ygaC_ybeX	ΔproV ygaC* ybeX::kan	0.39050090435282464	0.008539555661277646	0.004930314759798442
270	HMDA	ygaC_mpl	ΔproV ygaC* mpl::kan	0.2594109423923799	0.008948178697073166	0.005166233379512068
268	HMDA	ygaC	ΔproV ygaC*	0.25612616632606117	0.004956000497705353	0.002861348221454105
261	HMDA	ybeX	ΔproV ybeX::kan	0.17062587653938524	0.004877867328770675	0.0028162380153370302
35	HMDA	HMDA1-10	HMDA1-10	0.40728465708268957	0.021737525635883957	0.008874307679764023
36	HMDA	HMDA3-5	HMDA3-5	0.6480884316170173	0.032654843600594945	0.013331284075307705
37	HMDA	HMDA5-4	HMDA5-4	0.7316440435857502	0.06911982728091344	0.028218051324590397
38	HMDA	HMDA7-1	HMDA7-1	0.40556075459587543	0.019561751125689128	0.005646991139118542
199	HMDA	proV_rpsG1	ΔproV rpsG1*	0.2707557621109337	0.001406189599287137	0.0008118639436800806
251	HMDA	rpsG1_ybeX_mpl	ΔproV rpsG1* ΔybeX mpl::kan	0.31482755807471835	0.0066246422906549125	0.003824739009794593
48	HMDA	MG1655	K-12 MG1655	0.22226807641275453	0.23146564492546592	0.05976417253436592
249	HMDA	rpsG1_ybeX	ΔproV rpsG1* ybeX::kan	0.27967381857755	0.009482712902964959	0.005474846847174757
247	HMDA	rpsG1_mreB_ybeX_mpl	ΔproV rpsG1* mreB* ΔybeX mpl::kan	0.40417668669060464	0.01411739316188497	0.00815068074227007
259	HMDA	wbbK	wbbK::kan	0.10680172407297339	0.025080161115179373	0.010238932899830232
241	HMDA	rpsG1_mreB	ΔproV rpsG1* mreB*	0.3544968540394686	0.0042026317015507976	0.002426390544195208
245	HMDA	rpsG1_mreB_ybeX	ΔproV rpsG1* mreB* ybeX::kan	0.4183975737935559	0.00771704004635397	0.004455435148109587
206	HMDA	proV_sspA_nusA		0.2894326820190036	0.007476491369543461	0.004316554304799831
207	HMDA	proV_wbbK	ΔproV wbbK::kan	0.11952610167970291	0.045481193022693815	0.018567619299771725
66	HMDA	PUTR8-10	PUTR8-10	0.401926079846032	0.012229588925273616	0.007060756458085188
61	HMDA	PUTR3-1	PUTR3-1	0.46116051999830554	0.006394140668398616	0.003691658836136275
237	HMDA	rpsG1	rpsG1*	0.23685237188995845	0.01400734757668512	0.005718475702114835
239	HMDA	rpsG1_mpl	ΔproV rpsG1* mpl::kan	0.28673109336263286	0.01999792208970859	0.011545805701726418
243	HMDA	rpsG1_mreB_mpl	ΔproV rpsG1* mreB* mpl::kan	0.31861051657634876	0.009582579481768778	0.005532504843330189
91	adipate	kgtP	kgtP::kan	0.2248702937882541	0.0041428912876233775	0.0023918994001327124
17	adipate	ADIP8-3	ADIP8-3	0.2080160782395846	0.004183592076970449	0.0024153980118184746
263	adipate	ybjL	ybjL::kan	0.19478006302770287	0.004518247005976257	0.002608611125165613
16	adipate	ADIP7-5		0.2137071519658541	0.06929986986500931	0.04900240791689336
15	adipate	ADIP7-2		0.19944944995856884	0.07264570015774201	0.05136826720558402
93	adipate	kgtP_proV	ΔkgtP proV::kan	0.26239687872346235	0.007265094506669907	0.004194504269113943
13	adipate	ADIP4-8	ADIP4-8	0.3509264418685594	0.0056954536967457016	0.00328827172497318
12	adipate	ADIP4-1		0.19784571803834472	0.008763982059942017	0.006197071144782247
11	adipate	ADIP3-8		0.3055597539642338	0.009476690452537032	0.006701032082194747
10	adipate	ADIP3-4		0.3398057209024733	0.0496228756008844	0.03508867183936183
9	adipate	ADIP3-2		0.30992146287620076	0.004266153280960141	0.0030166259145481544
170	adipate	proV	proV::kan	0.1530910618634752	0.002828108938323275	0.0016328094568385297
99	adipate	kgtP_ybjL	ΔkgtP ybjL::kan	0.2289466403537085	0.006688896292232333	0.0038618360749018274
49	adipate	MG1655	K-12 MG1655	0.1884660008610459	0.03021307543142604	0.017443527233380295
97	adipate	kgtP_sspA	ΔkgtP sspA::kan	0.16383089989697905	0.056038327452956005	0.032353743439900544
8	adipate	ADIP1-9	ADIP1-9	0.28407075897680273	0.010552606509213634	0.006092550208746689
95	adipate	kgtP_proV_ybjL	ΔkgtP ΔproV ybjL::kan	0.2979733420995893	0.03436339295618021	0.019839714173519537
14	adipate	ADIP6-3	ADIP6-3	0.3107015011360059	0.008136596262800059	0.004697666042614917
20	butanol	BUT7-7	BUT7-7	0.625432289530136	0.011800881565098162	0.006813242148284316
18	butanol	BUT1-2	BUT1-2	0.5659401193654331	0.003686773222267731	0.0021285595123173785
19	butanol	BUT3-6	BUT3-6	0.49159374976810605	0.021221495582595968	0.012252236187218237
21	butanol	BUT9-7	BUT9-7	0.5661800163313621	0.022574147516872187	0.013033190145592479
80	butanol	cspC	cspC::kan	0.4701999389091928	0.010746165514046332	0.006204301552290923
105	butanol	marC_rob_yobF	ΔmarC Δrob yobF::kan	0.4540117621547042	0.010459158122613403	0.006038597757587709
277	butanol	yobF	yobF::kan	0.42462564682203724	0.0157570213436449	0.009097320514380062
282	butanol	ypjA_mprA_nadR_yhjK	ΔypjA ΔmprA ΔnadR yhjK::kan	0.16573756515902907	0.14749770942310791	0.08515784224028455
231	butanol	rob	rob::kan	0.419532014236698	0.012477969479077854	0.007204159037685533
232	butanol	rob_yobF	Δrob yobF::kan	0.47243694225879085	0.021679860648056215	0.01251687338114883
106	butanol	marC_yobF	ΔmarC yobF::kan	0.4310429056087603	0.019689474518984475	0.011367723413737965
50	butanol	MG1655	K-12 MG1655	0.45597633543474547	0.005764080260603468	0.0033278932900900208
104	butanol	marC_rob_mppA_yobF	ΔmarC Δrob ΔmppA yobF::kan	0.4777371510718981	0.02225636536724774	0.012849718535963147
103	butanol	marC_rob_mppA	ΔmarC Δrob mppA::kan	0.44059107722420787	0.020668987921169838	0.01193324574016453
102	butanol	marC_rob	ΔmarC rob::kan	0.4426445389836829	0.015720345818689124	0.009076145890174175
101	butanol	marC	marC::kan	0.3985437650604382	0.00913643331493148	0.005274922233808755
144	coumarate	nadR_rpoA	ΔnadR rpoA*	0.5037862573901698	0.030593835369324054	0.01766335908602234
145	coumarate	nadR_yhjK	ΔnadR yhjK::kan	0.4172733177243025	0.012423889063425984	0.007172935695151039
280	coumarate	ypjA_mprA	ΔypjA mprA::kan	0.459543784742486	0.014965313153606911	0.008640227577741999
276	coumarate	yhjK	yhjK::kan	0.400178272677244	0.023481070491353596	0.013556802369043578
279	coumarate	ypjA	ypjA::kan	0.30205424643249495	0.05653657833590303	0.03264140872129398
281	coumarate	ypjA_mprA_nadR	ΔypjA ΔmprA nadR::kan	0.5335330062284401	0.03183376790118102	0.018379234467066928
143	coumarate	nadR_mprA_yhjK	ΔnadR ΔmprA yhjK::kan	0.6049294427912987	0.03940281374879268	0.022749225124694145
141	coumarate	nadR	nadR::kan	0.41711416752817804	0.010980797977267443	0.006339766668092256
140	coumarate	mprA_yhjK	ΔmprA yhjK::kan	0.5361732174800012	0.04978299956694349	0.028742228201041848
22	coumarate	COUM2-4	COUM2-4	0.6839220709189681	0.06097736698375627	0.035205299242546284
23	coumarate	COUM4-2	COUM4-2	0.3562595145614573	0.19968971649877273	0.08152298538383744
24	coumarate	COUM7-6	COUM7-6	0.6649493540452984	0.02539518429475128	0.014661916488694809
25	coumarate	COUM8-6	COUM8-6	0.5307692344930138	0.0300381257365526	0.01734251997995047
51	coumarate	MG1655	K-12 MG1655	0.26397650856006494	0.04549652905703127	0.01857388020957249
142	coumarate	nadR_mprA	ΔnadR mprA::kan	0.4912103067730825	0.020988788301532814	0.01211788257585404
283	coumarate	ypjA_mprA_yhjK	ΔypjA ΔmprA yhjK::kan	0.4688511169050975	0.016616338983655294	0.009593447785159456
139	coumarate	mprA	mprA::kan	0.4341484163241948	0.0183740582812429	0.010608267494781462
100	glutarate	kgtP_ybjL	ΔkgtP ybjL::kan	0.21286143904136753	0.007535804098379757	0.0043507985247598375
92	glutarate	kgtP	kgtP::kan	0.18138385360119444	0.004868399846600031	0.002810771961957261
26	glutarate	GLUT1-10	GLUT1-10	0.4423862739789543	0.009115189561352452	0.005262657146961305
27	glutarate	GLUT1-3	GLUT1-3	0.27779664312717695	0.013933681012236762	0.008044614483217272
28	glutarate	GLUT4-1	GLUT4-1	0.3116506404621909	0.00862059550768244	0.0049771031369353355
29	glutarate	GLUT8-6	GLUT8-6	0.4018610167478441	0.0006072640381098578	0.00035060405587190554
94	glutarate	kgtP_proV	ΔkgtP proV::kan	0.24437469071838983	0.0004502324566310959	0.00025994183003386973
171	glutarate	proV	proV::kan	0.084786422077494	0.008492951412596181	0.004903407784276818
264	glutarate	ybjL	ybjL::kan	0.1261738814959622	0.006365296763069898	0.0036750057996302594
96	glutarate	kgtP_proV_ybjL	ΔkgtP ΔproV ybjL::kan	0.3004621139184149	0.012816525947698497	0.0073996247059795505
98	glutarate	kgtP_sspA	ΔkgtP sspA::kan	0.2559006230234114	0.00680488277430965	0.003928800901551524
52	glutarate	MG1655	K-12 MG1655	0.10034716326298587	0.01781245204172762	0.010284023981218741
71	hexanoate	bioAB_ompR	bioA/bioB* ompR::kan	0.4393846045543836	0.007705395230648677	0.0044487120106274725
109	hexanoate	mdtK_proQ	ΔmdtK proQ::kan	0.22855691078089715	0.024691105403962542	0.014255416351567197
108	hexanoate	mdtK_ompR	ΔmdtK ompR::kan	0.3194659569430973	0.026955315942462445	0.015562658915472104
74	hexanoate	bioAB_ptrA_mdtK	bioA/bioB* ΔptrA mdtK::kan	0.3034329317827864	0.011702312179822528	0.006756333087161573
72	hexanoate	bioAB_ompR_proQ	bioA/bioB* ΔompR proQ::kan	0.36193084454919094	0.17959233931574717	0.0733182655060598
73	hexanoate	bioAB_ptrA	bioA/bioB* ptrA::kan	0.25624213840304194	0.03237869535526672	0.018693848479372124
53	hexanoate	MG1655	K-12 MG1655	0.19686796293634792	0.05887619710527858	0.01387725274120609
234	hexanoate	rph	rph::kan	0.0537866673586013	0.0666444591655693	0.038477196439238456
75	hexanoate	bioAB_ptrA_ompR	bioA/bioB* ΔptrA ompR::kan	0.3146113898573886	0.010467778523630579	0.006043574748435498
43	hexanoate	IBUA8-3	IBUA8-3	0.34416291938838567	0.027467142814899956	0.015858162298052387
34	hexanoate	HEXA7-2	HEXA7-2	0.1767176289942798	0.0708205823351549	0.04088828227536774
33	hexanoate	HEXA6-9	HEXA6-9	0.5177070176231632	0.2506613022525611	0.08355376741752037
32	hexanoate	HEXA4-10	HEXA4-10	0.7601930180698532	0.32587083573686937	0.08413948798823918
31	hexanoate	HEXA2-9	HEXA2-9	0.4510635536806482	0.160205301701611	0.04624728703151517
30	hexanoate	HEXA1-1	HEXA1-1	0.6848474028002416	0.1359570034311436	0.03924740626459282
110	hexanoate	mdtK_ptrA	ΔmdtK ptrA::kan	0.26930623705300205	0.031752953334364425	0.012963088915933096
70	hexanoate	bioAB	bioA/bioB*	0.2598618286079535	0.03889186281821472	0.01296395427273824
76	hexanoate	cheR	cheR::kan	0.09971590065920438	0.02420326957904634	0.013973764206731486
213	hexanoate	ptrA	ptrA::kan	0.24304167812772973	0.02893900024000937	0.011814297375717148
160	hexanoate	ompR_proQ_ompC	ΔompR ΔproQ ompC::kan	0.23587475981971706	0.0031331361319221368	0.0018089169891729886
168	hexanoate	proQ_ompC	ΔproQ ompC::kan	0.2620217455369253	0.03763048483437533	0.02172597054886273
107	hexanoate	mdtK	mdtK::kan	0.2370887611832517	0.011179479279401152	0.006454475371362099
164	hexanoate	phoU	phoU::kan	0.05827325154990067	0.05248526059266113	0.03030237933166056
163	hexanoate	opgH	opgH::kan	0.30073680939774117	0.013191395242822753	0.007616055594430466
162	hexanoate	ompR_ptrA	ΔompR ptrA::kan	0.21482076231261274	0.021204294005895262	0.00865661677839988
161	hexanoate	ompR_proQ_ptrA	ΔompR ΔproQ ptrA::kan	0.220028626141085	0.013072100570091847	0.007547180783016388
166	hexanoate	proP	proP::kan	0.2846446528785586	0.03426603508332373	0.019783504579418118
159	hexanoate	ompR_proQ_mdtK	ΔompR ΔproQ mdtK::kan	0.19313769712292914	0.012616621124532044	0.007284209602512095
167	hexanoate	proQ	proQ::kan	0.1831831533601294	0.05690620996990812	0.014693120233949107
157	hexanoate	ompR_proP	ΔompR proP::kan	0.43513832205957065	0.008403195746020366	0.004851587326017977
156	hexanoate	ompR_ompC	ΔompR ompC::kan	0.1941131370340655	0.008344482149858728	0.004817689015468964
155	hexanoate	ompR	ompR::kan	0.21669972536159457	0.03867328699237817	0.011164016327748594
154	hexanoate	ompC	ompC::kan	0.2232828928066776	0.019686153972828475	0.011365806295520942
158	hexanoate	ompR_proQ	ΔompR proQ::kan	0.3402453053419263	0.06374697686599641	0.01840216712680394
221	isobutyrate	pykF_ilvH_glyQ	ΔpykF ilvH* glyQ*	0.2883500929189569	0.012114117433593414	0.006994088961279896
222	isobutyrate	pykF_ilvN	ΔpykF ilvN*	0.2716008949831921	0.0038291251780792983	0.002210746452324857
223	isobutyrate	pykF_rpoS	ΔpykF rpoS::kan	0.2929720565032139	0.010119471851530342	0.004131257083784446
220	isobutyrate	pykF_ilvH	ΔpykF ilvH*	0.2337984566546412	0.03057145885331199	0.012480745813850952
219	isobutyrate	pykF_glyQ	ΔpykF glyQ*	0.2723127032465417	0.012517411406922684	0.007226930845344104
218	isobutyrate	pykF	pykF::kan	0.2533702831974593	0.028069443163086	0.007247499060529847
224	isobutyrate	pykF_rpoS_yobF	ΔpykF ΔrpoS yobF::kan	0.22502355649362263	0.022135890603849507	0.012780162398884621
225	isobutyrate	pykF_yobF	ΔpykF yobF::kan	0.27767807977720366	0.01760800525397002	0.005869335084656674
235	isobutyrate	rph	rph::kan	0.0537866673586013	0.0666444591655693	0.038477196439238456
236	isobutyrate	rpoS	rpoS::kan	0.09577851462985454	0.10769181689552361	0.04396500014454488
90	isobutyrate	ilvN	ilvN*	0.23392461345600749	0.009510621397746187	0.0054909598241493765
165	isobutyrate	phoU	phoU::kan	0.05827325154990067	0.05248526059266113	0.03030237933166056
41	isobutyrate	IBUA5-6	IBUA5-6	0.45937988092481924	0.034070594085621284	0.013909261790543092
278	isobutyrate	yobF	yobF::kan	0.1955120455674632	0.023434461564457453	0.007811487188152485
45	isobutyrate	IBUA8-3_ilvH-revert	IBUA8-3 ilvH-wt	0.4187026416205681	0.017994319169000263	0.010389025016106345
44	isobutyrate	IBUA8-3	IBUA8-3	0.3505920520071793	0.01862188533365364	0.004808150118148313
89	isobutyrate	ilvH_glyQ	ilvH* glyQ*	0.12907878702380693	0.03427786548706053	0.01979033486620018
42	isobutyrate	IBUA7-9	IBUA7-9	0.27562660852052495	0.15478271727271847	0.06318977971993876
88	isobutyrate	ilvH	ilvH*	0.1604579188526877	0.03920153471645027	0.0160039595315506
86	isobutyrate	glyQ	glyQ*	0.14570067349069274	0.02979810177803265	0.017203942082887017
54	isobutyrate	MG1655	K-12 MG1655	0.12572392321286877	0.06462081627237679	0.015231272464002542
40	isobutyrate	IBUA2-9	IBUA2-9	0.42310047936200984	0.05649998231377185	0.023066021190835857
77	isobutyrate	cheR	cheR::kan	0.09971590065920438	0.02420326957904634	0.013973764206731486
55	octanoate	MG1655	K-12 MG1655	0.2779631316324137	0.010882660249039266	0.00628310682428206
59	octanoate	OCTA5-4	OCTA5-4	0.4512932455318099	0.010587097375274296	0.006112463519551395
60	octanoate	OCTA7-2	OCTA7-2	0.4482401696265674	0.035128864785204494	0.020281659540063782
57	octanoate	OCTA1-9	OCTA1-9	0.06527720548939543	0.06340818206406484	0.03660873098351264
256	octanoate	stfE	stfE::kan	0.3293785208727395	0.007300553821513353	0.004214976714084086
230	octanoate	rlmH	rlmH::kan	0.27869560144455197	0.05976477783186353	0.034505210569284586
58	octanoate	OCTA2-14	OCTA2-14	0.01505669834515601	0.026078966528048447	0.015056698345156012
87	octanoate	gtrS	gtrS::kan	0.15868913360626338	0.03661938582124239	0.02114221226145306
62	putrescine	PUTR3-1	PUTR3-1	0.3612556212568932	0.024614670891070833	0.007105643432486896
201	putrescine	proV_rpsG1_argG	ΔproV rpsG1* argG*	0.25772396770787637	0.004751604160887624	0.002743339941371016
39	putrescine	HMDA7-1	HMDA7-1	0.20396290798889427	0.016407119375966974	0.009472654788340858
260	putrescine	wbbK	wbbK::kan	0.1499580688319961	0.02596875237113098	0.014993066171991205
200	putrescine	proV_rpsG1	ΔproV rpsG1*	0.18235541393161522	0.021087816020345228	0.01217505625596762
262	putrescine	ybeX	ΔproV ybeX::kan	0.05761250207011399	0.01744825324309854	0.010073753706791705
181	putrescine	proV_cspC_ybeX_mpl	ΔproV ΔcspC ΔybeX mpl::kan	0.18607407612483318	0.017028253342382886	0.009831266651053905
198	putrescine	proV_ptsP_ybeX_mpl	ΔproV ΔptsP ΔybeX mpl::kan	0.24446800690892675	0.2750438148152482	0.15879662052252513
265	putrescine	yeaR	yeaR::kan	0.05056620081511062	0.04699724562823568	0.027133872414632835
182	putrescine	proV_edd/zwf	ΔproV edd/zwf*	0.09327107958016347	0.018995696486064185	0.010967170479673586
196	putrescine	proV_ptsP_ybeX	ΔproV ΔptsP ybeX::kan	0.06296157935271486	0.02538164184967613	0.014654097754385186
194	putrescine	proV_ptsP_wbbK	ΔproV ΔptsP wbbK::kan	0.13708521678846577	0.08931557099538123	0.03646292917066818
269	putrescine	ygaC	ΔproV ygaC*	0.22869673041582786	0.02109039505605501	0.012176545262928913
81	putrescine	cspC	cspC::kan	0.11407968823690241	0.014638589766971397	0.005976179247167872
271	putrescine	ygaC_mpl	ΔproV ygaC* mpl::kan	0.22381596317631183	0.010548095939742317	0.0060899460302482255
192	putrescine	proV_ptsP_nagC	ΔproV ΔptsP nagC::kan	0.17353293208876375	0.029831849738361924	0.017223426476867726
273	putrescine	ygaC_ybeX	ΔproV ygaC* ybeX::kan	0.15151727856979047	0.022477399614717404	0.012977332718239884
190	putrescine	proV_ptsP_mpl	ΔproV ΔptsP mpl::kan	0.11585156625346545	0.032002533426033805	0.018476671288270616
275	putrescine	ygaC_ybeX_mpl	ΔproV ygaC* ΔybeX mpl::kan	0.12923869310389316	0.006177766654812742	0.0035667352411468305
188	putrescine	proV_ptsP	ΔproV ptsP::kan	0.10006560069516829	0.05188269320747203	0.017294231069157343
185	putrescine	proV_nagC	ΔproV nagC::kan	0.126862020774929	0.05088852227907532	0.020775152224664705
147	putrescine	nusA_sspA	ΔproV nusA* sspA*	0.0	0.0	0.0
138	putrescine	mpl	ΔproV mpl::kan	0.1157541427285405	0.0038384009383607954	0.0022161018150203176
153	putrescine	nusA_sspA_ybeX_mpl	ΔproV sspA* nusA* ΔybeX mpl::kan	0.12065729525677084	0.04438203668304111	0.02562398082613763
202	putrescine	proV_rpsG1_mreB		0.26680477786585266	0.0035679449092540713	0.002059953953811593
